file_name,file_id,file_url,parent_folder_name,parent_folder_id,mime_type,created,modified,size_bytes,owner,project,sub_topic,type,status,summary_50w,linked_projects,value_score,action,enrichment_status
project_overview.docx,1_qF7FP-Kx48_zb1fe7hB9cHNz5JDCcTd,https://docs.google.com/document/d/1_qF7FP-Kx48_zb1fe7hB9cHNz5JDCcTd/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-03-17T10:09:31.706Z,2026-03-17T10:09:32.258Z,36061,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
AST-L_TZ_INTEGRATED.md,1VZabjd1nUcNYKcEA_SVGDmXqnTtT6AWk,https://drive.google.com/file/d/1VZabjd1nUcNYKcEA_SVGDmXqnTtT6AWk/view?usp=drivesdk,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,text/markdown,2026-03-18T21:10:00.851Z,2026-03-14T06:48:00.717Z,59233,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
investor_brief.docx,1epUzN47q55uPcmxx0NpD_xZP_BsRj8tp,https://docs.google.com/document/d/1epUzN47q55uPcmxx0NpD_xZP_BsRj8tp/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-15T13:22:29.454Z,2026-03-12T07:56:12.000Z,11862,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
term_sheet.docx,1WjlHUFZfohAM39OFZW8J1oQfgoXEOtJg,https://docs.google.com/document/d/1WjlHUFZfohAM39OFZW8J1oQfgoXEOtJg/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-04-15T13:22:28.949Z,2026-03-12T07:55:50.000Z,12220,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
100TRUST_Economic_Model_v2.2.docx,1wWJFN747tK4Anjf932lqN5VZj7_77tQ7,https://docs.google.com/document/d/1wWJFN747tK4Anjf932lqN5VZj7_77tQ7/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2026-02-17T07:52:57.019Z,2026-02-17T07:53:13.361Z,25853,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
100TRUSTПолное описание проекта,1jR3XvTp1TGCUX8q62ZUwWQjxXTIA9AhcYs1Kj7-gcRc,https://docs.google.com/document/d/1jR3XvTp1TGCUX8q62ZUwWQjxXTIA9AhcYs1Kj7-gcRc/edit?usp=drivesdk,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,application/vnd.google-apps.document,2026-02-07T09:51:19.541Z,2026-02-10T07:24:21.353Z,6576,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
100trust Tech Passport Full.docx,1y4ayg-ApviAuClOELZIzsSB4IzVPqmA6,https://docs.google.com/document/d/1y4ayg-ApviAuClOELZIzsSB4IzVPqmA6/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,100TrustNet,1s4wGj6pCZKTjV1jTR47tkknmm9rowoUu,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2025-12-04T20:42:14.182Z,2025-12-04T20:42:15.065Z,18364,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
650x360.png,1HnrWaI2K4Y7EHnJLa3P3LJzczBcwJtJh,https://drive.google.com/file/d/1HnrWaI2K4Y7EHnJLa3P3LJzczBcwJtJh/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-02-25T11:20:14.130Z,2026-02-25T11:22:48.977Z,346802,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
640x355.png,1e86XlG48XUtBKm7JPIxEICQ602vtwaYy,https://drive.google.com/file/d/1e86XlG48XUtBKm7JPIxEICQ602vtwaYy/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-02-25T11:14:43.193Z,2026-02-25T11:16:47.356Z,306801,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
"ChatGPT Image 11 янв. 2026 г., 12_52_22.png",1riAAlcWHV7UNt-qvPgzpNtXa09kZl2v3,https://drive.google.com/file/d/1riAAlcWHV7UNt-qvPgzpNtXa09kZl2v3/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-01-12T11:57:07.214Z,2026-01-11T08:52:22.701Z,1806471,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
favicon.ico.png,1ren5P26cBSUQ7BjqlxGMxUYtDcW8ii_p,https://drive.google.com/file/d/1ren5P26cBSUQ7BjqlxGMxUYtDcW8ii_p/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-01-12T11:57:39.322Z,2026-01-06T08:27:06.626Z,892232,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
Gemini_Generated_Image_gtn698gtn698gtn6.png,1d_rpabPSbSykjy6g8H3xmogug0MIh1GT,https://drive.google.com/file/d/1d_rpabPSbSykjy6g8H3xmogug0MIh1GT/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-01-12T12:06:47.004Z,2025-12-25T13:10:18.549Z,4996733,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
Gemini_Generated_Image_dqqe89dqqe89dqqe.png,19mFdR0Ji5n-3rMLVGa9M5VH8vXsriqad,https://drive.google.com/file/d/19mFdR0Ji5n-3rMLVGa9M5VH8vXsriqad/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-01-12T12:06:45.608Z,2025-12-25T12:35:08.099Z,4807086,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
Gemini_Generated_Image_rojp2nrojp2nrojp.png,1kxc21EJIuiDsOVO9486nmxpM2SD6iSLL,https://drive.google.com/file/d/1kxc21EJIuiDsOVO9486nmxpM2SD6iSLL/view?usp=drivesdk,100TrustMedia,1mh34p4dY1XwQX6GEAxD_3pj_vQJpxbfh,image/png,2026-01-12T12:06:49.419Z,2025-12-23T14:39:49.057Z,4571406,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
"ChatGPT Image 11 янв. 2026 г., 12_52_22.png",1aHO_xpOyI86iiX0JrquUVitK_PH8_LQW,https://drive.google.com/file/d/1aHO_xpOyI86iiX0JrquUVitK_PH8_LQW/view?usp=drivesdk,100TrustPro,1z-O18v79wP35Q_BU5WKDqXH-C1tXMx9r,image/png,2026-01-12T11:57:27.050Z,2026-01-11T08:52:22.701Z,1806471,dogecryptoco@gmail.com,100Trust,AI-generated content,Image,,"An AI-generated image (ChatGPT) dated January 11, 2026, found in the '100TrustPro' folder. This media file is likely a visual asset or a strategic planning element for the 100Trust project, potentially related to future marketing or conceptual development within Alexander Tyurin's capital index.",100Trust,3,KEEP,AI_DONE
100TRUST — Игровая логика v2 (Architecture Aligned),1U5z7lb7-80Zf_Ih3DMnqePLFa2LWkdXddYnG6Rz9PNw,https://docs.google.com/document/d/1U5z7lb7-80Zf_Ih3DMnqePLFa2LWkdXddYnG6Rz9PNw/edit?usp=drivesdk,100TrustSocial,1gxVUzQmpyNRRWzs_x6I8uqS1RJhUMC2c,application/vnd.google-apps.document,2026-01-05T15:09:20.994Z,2026-01-20T07:35:59.518Z,7738,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
100TRUST — Event & Assignment,1xgLHtHbTWD0Z4YudW75ibpISZyOSf_NliRKGF2K1nnQ,https://docs.google.com/document/d/1xgLHtHbTWD0Z4YudW75ibpISZyOSf_NliRKGF2K1nnQ/edit?usp=drivesdk,100TrustSocial,1gxVUzQmpyNRRWzs_x6I8uqS1RJhUMC2c,application/vnd.google-apps.document,2026-01-07T09:33:12.492Z,2026-01-20T07:35:40.651Z,7477,dogecryptoco@gmail.com,100Trust,,,,,,,,RULE_DONE
Инструкции для промптов LA,1_ZIp7jxKOTelR-g9TPk9gPyZbu0ryQlUKbzbvc-ULWA,https://docs.google.com/document/d/1_ZIp7jxKOTelR-g9TPk9gPyZbu0ryQlUKbzbvc-ULWA/edit?usp=drivesdk, LASMM,1rxH6M-6qhKglP7p3_MY-ld-2f9WckjTt,application/vnd.google-apps.document,2026-03-18T13:18:07.778Z,2026-03-29T20:05:03.667Z,10887,dogecryptoco@gmail.com,Leaders Advocates,Система производства контента,Стратегия / Инструкции,,"Документ описывает строгую, алгоритмичную систему производства контента для Leaders Advocates / Leaders Legal Consultancy FZ LLC. Он определяет позиционирование как доверенного юридического партнера в ОАЭ, адаптацию контента под сезоны, 4-шаговую стратегию (боль, риск, доверие, лид) и типы контента для B2B лидогенерации, подчеркивая 30-летний опыт и лицензированную экспертизу.","Leaders Legal Consultancy FZ LLC, Контент-завод",5,KEEP,AI_DONE
Регистрация агента LA,1k3ejkLYa_cR8lex-q92VLgn4yQRnadwtd9uyXukZE4c,https://docs.google.com/forms/d/1k3ejkLYa_cR8lex-q92VLgn4yQRnadwtd9uyXukZE4c/edit?usp=drivesdk,Agents and Subagents,1daFDw4OC9EJ1ObtmDooVrK-Q16w7Qafs,application/vnd.google-apps.form,2025-10-13T18:14:39.197Z,2025-10-20T10:19:14.863Z,4262,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Регистрация агента LA (Ответы),1ExkwkswQqmCC_qfI_iqzdqYENUfPfbaPeEL8VaudgVE,https://docs.google.com/spreadsheets/d/1ExkwkswQqmCC_qfI_iqzdqYENUfPfbaPeEL8VaudgVE/edit?usp=drivesdk,Agents and Subagents,1daFDw4OC9EJ1ObtmDooVrK-Q16w7Qafs,application/vnd.google-apps.spreadsheet,2025-10-13T18:34:48.096Z,2025-10-20T10:19:14.064Z,4603,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Агенты LARP,1Vyq8zqB6SBmR68zp16DxlWuG0jWWGw9oBXnrmxh-HJ8,https://docs.google.com/spreadsheets/d/1Vyq8zqB6SBmR68zp16DxlWuG0jWWGw9oBXnrmxh-HJ8/edit?usp=drivesdk,Agents and Subagents,1daFDw4OC9EJ1ObtmDooVrK-Q16w7Qafs,application/vnd.google-apps.spreadsheet,2025-10-15T13:08:06.636Z,2025-10-17T09:25:45.823Z,2858,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Реферальные ссылки LA,1s5YuLSjk7hKrZDRkTdyMrX14Qgom58H9GegJdZbNHpV54d02BplbYdOM,https://script.google.com/d/1s5YuLSjk7hKrZDRkTdyMrX14Qgom58H9GegJdZbNHpV54d02BplbYdOM/edit?usp=drivesdk,Agents and Subagents,1daFDw4OC9EJ1ObtmDooVrK-Q16w7Qafs,application/vnd.google-apps.script,2025-10-13T17:41:19.742Z,2025-10-13T18:01:16.602Z,0,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Natali Marina,1JB6WUauKEiLFt4YIZi1zbb9i_dZgHJ0FEwP-1gRr2Mk,https://docs.google.com/forms/d/1JB6WUauKEiLFt4YIZi1zbb9i_dZgHJ0FEwP-1gRr2Mk/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-20T10:19:05.674Z,2025-10-20T10:19:13.823Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Natali Marina,16H2xV72LcN-3EM3hsaf6sbmyPkc_Ct5lIWx8HYFbQwo,https://docs.google.com/spreadsheets/d/16H2xV72LcN-3EM3hsaf6sbmyPkc_Ct5lIWx8HYFbQwo/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-20T10:19:11.114Z,2025-10-20T10:19:13.031Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_NAT_1760955545340.png,1CGtnErrpfRoeliPPlyIDGAcM-vXXtZqZ,https://drive.google.com/file/d/1CGtnErrpfRoeliPPlyIDGAcM-vXXtZqZ/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-20T10:19:09.589Z,2025-10-20T10:19:09.589Z,1402,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Теймураз Хаев,1mHPsBvshOvxHcxaXNAjdLhest9nb4O6rS4LYytMHxFU,https://docs.google.com/forms/d/1mHPsBvshOvxHcxaXNAjdLhest9nb4O6rS4LYytMHxFU/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-17T09:18:40.585Z,2025-10-20T07:26:20.530Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Теймураз Хаев,1_tPng_Y6sFusaZee4o0utdHgrXqRM_LsOSah3NwCeU0,https://docs.google.com/spreadsheets/d/1_tPng_Y6sFusaZee4o0utdHgrXqRM_LsOSah3NwCeU0/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-17T09:18:45.344Z,2025-10-17T09:18:50.326Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_ТЕЙ_1760692720237.png,1j19Kum-MnVxzSyhcbCiGSV651jpuHip_,https://drive.google.com/file/d/1j19Kum-MnVxzSyhcbCiGSV651jpuHip_/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-17T09:18:44.037Z,2025-10-17T09:18:44.037Z,1392,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Алексей Антонов,1GGT-qarpHrZ13_R44iXQPFDl6Rpv3OrLxOa95krkeAQ,https://docs.google.com/forms/d/1GGT-qarpHrZ13_R44iXQPFDl6Rpv3OrLxOa95krkeAQ/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-17T09:17:41.357Z,2025-10-17T09:17:51.987Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Алексей Антонов,1Y3AfsEK2yduHZ4POCAgrUHI9vpKeWVoKjv2_XVO--40,https://docs.google.com/spreadsheets/d/1Y3AfsEK2yduHZ4POCAgrUHI9vpKeWVoKjv2_XVO--40/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-17T09:17:47.829Z,2025-10-17T09:17:49.410Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_АЛЕ_1760692661045.png,1ODkAxsjxlRSdLKr92cSZeHrPzLrqwLOQ,https://drive.google.com/file/d/1ODkAxsjxlRSdLKr92cSZeHrPzLrqwLOQ/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-17T09:17:46.924Z,2025-10-17T09:17:46.924Z,1401,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Алексей Юшкевич,1_HwCvH0SBNS4hcBePGaYr8FIrmhq_L0FGIde-zDXd_c,https://docs.google.com/forms/d/1_HwCvH0SBNS4hcBePGaYr8FIrmhq_L0FGIde-zDXd_c/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-17T09:16:55.507Z,2025-10-17T09:17:06.517Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Алексей Юшкевич,1Yy9Py0ACFL7G3I3hPBGbli5uVd-w0tqzf1Yn7fCa6S4,https://docs.google.com/spreadsheets/d/1Yy9Py0ACFL7G3I3hPBGbli5uVd-w0tqzf1Yn7fCa6S4/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-17T09:17:00.105Z,2025-10-17T09:17:03.806Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_АЛЕ_1760692615094.png,1pkoTBM58Z3LVTmoO0vOfpY0duw_7bVhk,https://drive.google.com/file/d/1pkoTBM58Z3LVTmoO0vOfpY0duw_7bVhk/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-17T09:16:59.237Z,2025-10-17T09:16:59.237Z,1389,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Замир Гарафов,139SFjhQBieN0OKi63v5xVfrfwqZ9gs5QNPFhBHhM0yY,https://docs.google.com/forms/d/139SFjhQBieN0OKi63v5xVfrfwqZ9gs5QNPFhBHhM0yY/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-17T09:14:54.062Z,2025-10-17T09:15:06.521Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Замир Гарафов,1oVEpi1Pfay7Q7xe51XJMLzZzIQ_EiqUbMIJ1gncvqbg,https://docs.google.com/spreadsheets/d/1oVEpi1Pfay7Q7xe51XJMLzZzIQ_EiqUbMIJ1gncvqbg/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-17T09:15:02.260Z,2025-10-17T09:15:05.075Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_ЗАМ_1760692493582.png,1y1cIgZT2SOMH-viQ0ADrSB6Klg1HAsys,https://drive.google.com/file/d/1y1cIgZT2SOMH-viQ0ADrSB6Klg1HAsys/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-17T09:14:59.686Z,2025-10-17T09:14:59.686Z,1407,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Денис Давыдов,1SgWRRTuuNHCrDnTfPpltLBZblbcY2708Lg7i3ANqTuY,https://docs.google.com/forms/d/1SgWRRTuuNHCrDnTfPpltLBZblbcY2708Lg7i3ANqTuY/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-17T09:09:45.502Z,2025-10-17T09:09:55.154Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Денис Давыдов,1qJWPwSUCQQP6Fd4EveCj-wIX9hj3iLX_Hi-d50gO34U,https://docs.google.com/spreadsheets/d/1qJWPwSUCQQP6Fd4EveCj-wIX9hj3iLX_Hi-d50gO34U/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-17T09:09:51.544Z,2025-10-17T09:09:54.141Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_ДЕН_1760692185074.png,1sHPUVYmrl_1QCJtXAM3kURD1GeIhCRK3,https://drive.google.com/file/d/1sHPUVYmrl_1QCJtXAM3kURD1GeIhCRK3/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-17T09:09:50.240Z,2025-10-17T09:09:50.240Z,1406,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращение к Leaders Advocates через Ольга Митро,11jLTkzvKnk96v_pEyioKPK51ER5ViNVCjtA12mCF00o,https://docs.google.com/forms/d/11jLTkzvKnk96v_pEyioKPK51ER5ViNVCjtA12mCF00o/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.form,2025-10-17T09:08:49.224Z,2025-10-17T09:09:01.103Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
Обращения клиентов через Ольга Митро,193EoaebQ35326lHY4GxuBH1GaeSVoH4gUGX51x66OyE,https://docs.google.com/spreadsheets/d/193EoaebQ35326lHY4GxuBH1GaeSVoH4gUGX51x66OyE/edit?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,application/vnd.google-apps.spreadsheet,2025-10-17T09:08:57.563Z,2025-10-17T09:08:59.876Z,1024,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
QR_AGENT_ОЛЬ_1760692128152.png,1N86bpI2Ynvryi6Jr3grcZwOLPZ7FMgPN,https://drive.google.com/file/d/1N86bpI2Ynvryi6Jr3grcZwOLPZ7FMgPN/view?usp=drivesdk,Client Forms and Tables,1s87h1WwimJhl5vH87gH0aGajZw-FgOvC,image/png,2025-10-17T09:08:56.082Z,2025-10-17T09:08:56.082Z,1395,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
ce853f66-e12c-4f6c-a93d-7e6250507b18.png,1V05-V-a_EYSnLFvRywVj3FpKGKOYkNVv,https://drive.google.com/file/d/1V05-V-a_EYSnLFvRywVj3FpKGKOYkNVv/view?usp=drivesdk,Scripts and Documentation,10ZD_oNZiMfOqSh1pgmXsVR3dWy9xS8PY,image/png,2025-10-15T15:46:20.864Z,2025-10-15T15:45:46.000Z,120448,dogecryptoco@gmail.com,Капитал-индекс,Медиафайл для индекса капитала,Медиафайл,,"Медиафайл (PNG) ce853f66-e12c-4f6c-a93d-7e6250507b18, расположенный в папке 'Scripts and Documentation'. Вероятно, это визуальный элемент или документ, связанный с анализом или представлением индекса капитала Александра Тюрина и его многочисленных проектов.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,KEEP,AI_DONE
Скрипт рабочий последний,1IRdSBTtD7xttc1DaDTlH5ydQRo9spBuSDx7eU0sx_mc,https://docs.google.com/document/d/1IRdSBTtD7xttc1DaDTlH5ydQRo9spBuSDx7eU0sx_mc/edit?usp=drivesdk,Scripts and Documentation,10ZD_oNZiMfOqSh1pgmXsVR3dWy9xS8PY,application/vnd.google-apps.document,2025-10-15T15:21:58.210Z,2025-10-15T15:22:21.501Z,24114,dogecryptoco@gmail.com,Leaders Advocates,"Agent and Client Lead Management, WhatsApp Automation, Google Sheets Integration, Deduplication",Software Script,,"LARP Agent Form Creator v8.5 automates agent and client form processing, integrating WhatsApp (Cloud API/wa.me) for communication and confirmations. It includes deduplication, Google Sheets integration for agent/sub-agent data, and is configured for Leaders Advocates. This script is a vital tool for lead and agent management across Alexander Tyurin's projects.","Leaders Advocates, Integra Motors Dubai, Axon Agency, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",5,KEEP,AI_DONE
VIP card LARP.png,16Dp4RKKTbj_MSkn-8bJ5rZfO2JI8qQTc,https://drive.google.com/file/d/16Dp4RKKTbj_MSkn-8bJ5rZfO2JI8qQTc/view?usp=drivesdk,Scripts and Documentation,10ZD_oNZiMfOqSh1pgmXsVR3dWy9xS8PY,image/png,2025-10-15T15:15:12.238Z,2025-10-14T20:13:10.000Z,855169,dogecryptoco@gmail.com,Leaders Advocates,,,,,,,,RULE_DONE
CAPITAL_INDEX_2026,1jblJO_9u7gS0r8IraWgKOfErXuWCYcj1CnRJex5WNKk,https://docs.google.com/spreadsheets/d/1jblJO_9u7gS0r8IraWgKOfErXuWCYcj1CnRJex5WNKk/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.spreadsheet,2026-04-27T12:32:50.009Z,2026-04-27T12:38:06.479Z,1024,dogecryptoco@gmail.com,Капитал-индекс,Анализ портфеля инвестиций,Финансовый анализ,,"Анализ файла Индекса капитала Александра Тюрина (CAPITAL_INDEX_2026) из папки _ROOT_. Файл охватывает диверсифицированный портфель проектов: Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, и Контент-завод, предоставляя обзор его инвестиционной стратегии.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",4,REVIEW,AI_DONE
CapitalIndex,1rRYktmXftJrVEbCpyIFIYMGMxeG1yVxO2CiO9_2dBU3B2U9B1HHLmtSi,https://script.google.com/d/1rRYktmXftJrVEbCpyIFIYMGMxeG1yVxO2CiO9_2dBU3B2U9B1HHLmtSi/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.script,2026-04-27T12:31:26.884Z,2026-04-27T12:38:01.912Z,0,dogecryptoco@gmail.com,Капитал-индекс,Investment Portfolio Management,Financial Portfolio Data,,"Binary/media file `CapitalIndex` in `_ROOT_` for Alexander Tyurin's capital index. It likely serves as a central repository for financial data, performance metrics, or asset information across his diverse investment portfolio, including projects like Integra Motors Dubai, Axon Agency, and others, crucial for capital management and tracking.","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",5,KEEP,AI_DONE
Article for the website on maritime law,1zxTidSR-D7XEMW59-uQ_G5q27AAcBbRI-yr7-pRBOS8,https://docs.google.com/document/d/1zxTidSR-D7XEMW59-uQ_G5q27AAcBbRI-yr7-pRBOS8/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2026-04-27T10:55:54.555Z,2026-04-27T11:01:01.392Z,15263,dogecryptoco@gmail.com,Maritime Wolf Advisory,,,,,,,,RULE_DONE
Уточнение задачи по статье о морском праве,1O1icH7NhWcdbrW82yGWKnT5H8zKp0_hBkAKyH6qpviQ,https://docs.google.com/document/d/1O1icH7NhWcdbrW82yGWKnT5H8zKp0_hBkAKyH6qpviQ/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2026-04-27T10:46:05.706Z,2026-04-27T10:46:10.415Z,38091,dogecryptoco@gmail.com,Maritime Wolf Advisory,,,,,,,,RULE_DONE
Новый документ,1z1fK8eMGeHa8VuAIqhl9LzMPziSf3Y_wDdREAA-XzoY,https://docs.google.com/document/d/1z1fK8eMGeHa8VuAIqhl9LzMPziSf3Y_wDdREAA-XzoY/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2026-04-27T06:26:56.138Z,2026-04-27T06:32:01.600Z,6066,dogecryptoco@gmail.com,UNCATEGORIZED,,Черновик,,,,1,REVIEW,RULE_DONE
